index,sl,sw,pl,pw,y
116,0.7956690159133086,-0.1319794793216258,0.9901079768349651,0.7906706536370729,2
21,-0.9006811702978099,1.4793978844888998,-1.2833890997091604,-1.052179926427139,0
120,1.2803404976879142,0.3284140531956675,1.1037828306621715,1.448831575088577,2
101,-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,2
87,0.5533332750260058,-1.7433568431321513,0.3648962807853308,0.13250973218556866,1
124,1.0380047568006114,0.5586108194543131,1.1037828306621715,1.1855672065079756,2
97,0.4321654045823549,-0.36217624558027245,0.3080588538717274,0.13250973218556866,1
125,1.6438441090188678,0.3284140531956675,1.2742951114029808,0.7906706536370729,2
80,-0.4160096885232043,-1.5131600768735047,0.023871719303711698,-0.13075463639503299,1
117,2.249683461237124,1.7095946507475455,1.672157099798203,1.3171993907982766,2
22,-1.5065205225160663,1.2492011182302531,-1.567576234277176,-1.3154442950077407,0
129,1.6438441090188678,-0.1319794793216258,1.1606202575757745,0.5274062850564712,2
128,0.6745011454696578,-0.5923730118389191,1.0469454037485681,1.1855672065079756,2
96,-0.1736739476359015,-0.36217624558027245,0.25122142695812444,0.13250973218556866,1
67,-0.052506077192250644,-0.8225697780975647,0.194384000044521,-0.262386820685334,1
123,0.5533332750260058,-0.8225697780975647,0.6490834153533465,0.7906706536370729,2
41,-1.6276883929597172,-1.7433568431321513,-1.3970639535363667,-1.18381211071744,0
10,-0.5371775589668552,1.4793978844888998,-1.2833890997091604,-1.3154442950077407,0
62,0.18982966369505214,-1.973553609390797,0.13754657313091806,-0.262386820685334,1
34,-1.1430169111851116,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,0
15,-0.1736739476359015,3.0907752482994253,-1.2833890997091604,-1.052179926427139,0
147,0.7956690159133086,-0.1319794793216258,0.8195956960941558,1.0539350222176747,2
88,-0.29484181807955345,-0.1319794793216258,0.194384000044521,0.13250973218556866,1
35,-1.0218490407414607,0.3284140531956675,-1.4539013804499696,-1.3154442950077407,0
145,1.0380047568006114,-0.1319794793216258,0.8195956960941558,1.448831575088577,2
75,0.9168368863569595,-0.1319794793216258,0.3648962807853308,0.2641419164758693,1
47,-1.5065205225160663,0.3284140531956675,-1.3402265266227635,-1.3154442950077407,0
126,0.4321654045823549,-0.5923730118389191,0.5922459884397431,0.7906706536370729,2
85,0.18982966369505214,0.7888075857129598,0.42173370769893376,0.5274062850564712,1
65,1.0380047568006114,0.09821728693702086,0.3648962807853308,0.2641419164758693,1
33,-0.4160096885232043,2.630381715782132,-1.3402265266227635,-1.3154442950077407,0
139,1.2803404976879142,0.09821728693702086,0.9332705499213622,1.1855672065079756,2
133,0.5533332750260058,-0.5923730118389191,0.7627582691805523,0.3957741007661703,2
57,-1.1430169111851116,-1.5131600768735047,-0.26031541526430396,-0.262386820685334,1
130,1.8861798499061706,-0.5923730118389191,1.3311325383165837,0.9223028379273737,2
79,-0.1736739476359015,-1.0527665443562113,-0.1466405614370976,-0.262386820685334,1
70,0.06866179325140129,0.3284140531956675,0.5922459884397431,0.7906706536370729,1
31,-0.5371775589668552,0.7888075857129598,-1.2833890997091604,-1.052179926427139,0
3,-1.5065205225160663,0.09821728693702086,-1.2833890997091604,-1.3154442950077407,0
102,1.522676238575216,-0.1319794793216258,1.2174576844893779,1.1855672065079756,2
69,-0.29484181807955345,-1.282963310614858,0.08070914621731488,-0.13075463639503299,1
2,-1.3853526520724144,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,0
7,-1.0218490407414607,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,0
14,-0.052506077192250644,2.169988183264839,-1.4539013804499696,-1.3154442950077407,0
121,-0.29484181807955345,-0.5923730118389191,0.6490834153533465,1.0539350222176747,2
12,-1.2641847816287635,-0.1319794793216258,-1.3402265266227635,-1.4470764792980415,0
76,1.1591726272442622,-0.5923730118389191,0.5922459884397431,0.2641419164758693,1
103,0.5533332750260058,-0.36217624558027245,1.0469454037485681,0.7906706536370729,2
13,-1.87002413384702,-0.1319794793216258,-1.5107388073635728,-1.4470764792980415,0
91,0.310997534138703,-0.1319794793216258,0.4785711346125367,0.2641419164758693,1
