index,sl,sw,pl,pw,y
24,-1.2641847816287635,0.7888075857129598,-1.056039392054748,-1.3154442950077407,0
74,0.6745011454696578,-0.36217624558027245,0.3080588538717274,0.13250973218556866,1
27,-0.779513299854158,1.0190043519716065,-1.2833890997091604,-1.3154442950077407,0
56,0.5533332750260058,0.5586108194543131,0.5354085615261401,0.5274062850564712,1
118,2.249683461237124,-1.0527665443562113,1.7858319536254093,1.448831575088577,2
46,-0.9006811702978099,1.7095946507475455,-1.2265516727955572,-1.3154442950077407,0
109,1.6438441090188678,1.2492011182302531,1.3311325383165837,1.712095943669179,2
23,-0.9006811702978099,0.5586108194543131,-1.169714245881954,-0.9205477421368382,0
107,1.7650119794625188,-0.36217624558027245,1.44480739214379,0.7906706536370729,2
26,-1.0218490407414607,0.7888075857129598,-1.2265516727955572,-1.052179926427139,0
94,-0.29484181807955345,-0.8225697780975647,0.25122142695812444,0.13250973218556866,1
110,0.7956690159133086,0.3284140531956675,0.7627582691805523,1.0539350222176747,2
63,0.310997534138703,-0.36217624558027245,0.5354085615261401,0.2641419164758693,1
54,0.7956690159133086,-0.5923730118389191,0.4785711346125367,0.3957741007661703,1
37,-1.1430169111851116,1.2492011182302531,-1.3402265266227635,-1.4470764792980415,0
132,0.6745011454696578,-0.5923730118389191,1.0469454037485681,1.3171993907982766,2
42,-1.748856263403368,0.3284140531956675,-1.3970639535363667,-1.3154442950077407,0
78,0.18982966369505214,-0.36217624558027245,0.42173370769893376,0.3957741007661703,1
122,2.249683461237124,-0.5923730118389191,1.672157099798203,1.0539350222176747,2
89,-0.4160096885232043,-1.282963310614858,0.13754657313091806,0.13250973218556866,1
143,1.1591726272442622,0.3284140531956675,1.2174576844893779,1.448831575088577,2
142,-0.052506077192250644,-0.8225697780975647,0.7627582691805523,0.9223028379273737,2
55,-0.1736739476359015,-0.5923730118389191,0.42173370769893376,0.13250973218556866,1
19,-0.9006811702978099,1.7095946507475455,-1.2833890997091604,-1.18381211071744,0
58,0.9168368863569595,-0.36217624558027245,0.4785711346125367,0.13250973218556866,1
136,0.5533332750260058,0.7888075857129598,1.0469454037485681,1.580463759378878,2
137,0.6745011454696578,0.09821728693702086,0.9901079768349651,0.7906706536370729,2
113,-0.1736739476359015,-1.282963310614858,0.7059208422669494,1.0539350222176747,2
50,1.401508368131565,0.3284140531956675,0.5354085615261401,0.2641419164758693,1
99,-0.1736739476359015,-0.5923730118389191,0.194384000044521,0.13250973218556866,1
8,-1.748856263403368,-0.36217624558027245,-1.3402265266227635,-1.3154442950077407,0
18,-0.1736739476359015,1.7095946507475455,-1.169714245881954,-1.18381211071744,0
5,-0.5371775589668552,1.939791417006192,-1.169714245881954,-1.052179926427139,0
30,-1.2641847816287635,0.09821728693702086,-1.2265516727955572,-1.3154442950077407,0
71,0.310997534138703,-0.5923730118389191,0.13754657313091806,0.13250973218556866,1
108,1.0380047568006114,-1.282963310614858,1.1606202575757745,0.7906706536370729,2
38,-1.748856263403368,-0.1319794793216258,-1.3970639535363667,-1.3154442950077407,0
16,-0.5371775589668552,1.939791417006192,-1.3970639535363667,-1.052179926427139,0
32,-0.779513299854158,2.400184949523484,-1.2833890997091604,-1.4470764792980415,0
20,-0.5371775589668552,0.7888075857129598,-1.169714245881954,-1.3154442950077407,0
105,2.1285155907934725,-0.1319794793216258,1.6153196728845993,1.1855672065079756,2
104,0.7956690159133086,-0.1319794793216258,1.1606202575757745,1.3171993907982766,2
83,0.18982966369505214,-0.8225697780975647,0.7627582691805523,0.5274062850564712,1
39,-0.9006811702978099,0.7888075857129598,-1.2833890997091604,-1.3154442950077407,0
134,0.310997534138703,-1.0527665443562113,1.0469454037485681,0.2641419164758693,2
40,-1.0218490407414607,1.0190043519716065,-1.3970639535363667,-1.18381211071744,0
44,-0.9006811702978099,1.7095946507475455,-1.056039392054748,-1.052179926427139,0
141,1.2803404976879142,0.09821728693702086,0.7627582691805523,1.448831575088577,2
82,-0.052506077192250644,-0.8225697780975647,0.08070914621731488,0.0008775478952676988,1
51,0.6745011454696578,0.3284140531956675,0.42173370769893376,0.3957741007661703,1
